reading_id,sensor_id,reading_value,measure_id,reading_timestamp,date_ins,device_id
67,1,2.500,6,2021-05-15T07:04:05,2021-05-15T20:43:51.585582,3
70,1,27.010,6,2021-05-15T18:44:22,2021-05-15T20:43:51.585582,3
71,1,3.810,6,2021-05-15T07:34:35,2021-05-15T20:43:51.585582,3
73,1,17.830,6,2021-05-15T11:15:26,2021-05-15T20:43:51.585582,3
76,1,18.810,6,2021-05-15T11:51:01,2021-05-15T20:43:51.585582,3
77,1,26.840,6,2021-05-15T16:55:28,2021-05-15T20:43:51.585582,3
80,1,0.020,6,2021-05-15T03:54:01,2021-05-15T20:43:51.585582,3
81,1,11.400,6,2021-05-15T09:43:54,2021-05-15T20:43:51.585582,3
83,1,8.810,6,2021-05-15T09:01:00,2021-05-15T20:43:51.585582,3
84,1,26.750,6,2021-05-15T16:40:13,2021-05-15T20:43:51.585582,3
87,1,27.000,6,2021-05-15T17:36:13,2021-05-15T20:43:51.585582,3
89,1,0.840,6,2021-05-15T06:01:11,2021-05-15T20:43:51.585582,3
91,1,22.460,6,2021-05-15T13:55:14,2021-05-15T20:43:51.585582,3
93,1,22.140,6,2021-05-15T13:34:54,2021-05-15T20:43:51.585582,3
96,1,26.730,6,2021-05-15T16:35:08,2021-05-15T20:43:51.585582,3
97,1,4.340,6,2021-05-15T07:44:45,2021-05-15T20:43:51.585582,3
99,1,26.930,6,2021-05-15T17:15:53,2021-05-15T20:43:51.585582,3
102,1,3.370,6,2021-05-15T07:24:25,2021-05-15T20:43:51.585582,3
104,1,0.450,6,2021-05-15T05:30:40,2021-05-15T20:43:51.585582,3
105,1,25.680,6,2021-05-15T15:54:23,2021-05-15T20:43:51.585582,3
107,1,16.240,6,2021-05-15T10:49:59,2021-05-15T20:43:51.585582,3
109,1,1.380,6,2021-05-15T06:28:30,2021-05-15T20:43:51.585582,3
111,1,0.150,6,2021-05-15T04:44:51,2021-05-15T20:43:51.585582,3
112,1,15.800,6,2021-05-15T10:44:54,2021-05-15T20:43:51.585582,3
115,1,22.590,6,2021-05-15T14:05:24,2021-05-15T20:43:51.585582,3
117,1,1.490,6,2021-05-15T06:33:35,2021-05-15T20:43:51.585582,3
120,1,1.780,6,2021-05-15T06:43:45,2021-05-15T20:43:51.585582,3
121,1,1.950,6,2021-05-15T06:48:50,2021-05-15T20:43:51.585582,3
123,1,9.620,6,2021-05-15T09:18:26,2021-05-15T20:43:51.585582,3
126,1,23.010,6,2021-05-15T14:25:44,2021-05-15T20:43:51.585582,3
127,1,27.020,6,2021-05-15T18:18:54,2021-05-15T20:43:51.585582,3
130,1,27.000,6,2021-05-15T18:54:32,2021-05-15T20:43:51.585582,3
132,1,0.050,6,2021-05-15T04:09:16,2021-05-15T20:43:51.585582,3
134,1,0.510,6,2021-05-15T05:35:44,2021-05-15T20:43:51.585582,3
135,1,9.030,6,2021-05-15T09:08:16,2021-05-15T20:43:51.585582,3
137,1,9.270,6,2021-05-15T09:13:21,2021-05-15T20:43:51.585582,3
139,1,26.990,6,2021-05-15T19:04:42,2021-05-15T20:43:51.585582,3
142,1,20.350,6,2021-05-15T12:28:49,2021-05-15T20:43:51.585582,3
144,1,2.700,6,2021-05-15T07:09:10,2021-05-15T20:43:51.585582,3
146,1,26.410,6,2021-05-15T16:14:47,2021-05-15T20:43:51.585582,3
148,1,0.300,6,2021-05-15T05:15:21,2021-05-15T20:43:51.585582,3
150,1,22.400,6,2021-05-15T13:50:09,2021-05-15T20:43:51.585582,3
152,1,10.600,6,2021-05-15T09:33:44,2021-05-15T20:43:51.585582,3
153,1,11.790,6,2021-05-15T09:48:59,2021-05-15T20:43:51.585582,3
156,1,21.820,6,2021-05-15T13:14:34,2021-05-15T20:43:51.585582,3
157,1,17.440,6,2021-05-15T11:05:16,2021-05-15T20:43:51.585582,3
160,1,11.000,6,2021-05-15T09:38:49,2021-05-15T20:43:51.585582,3
161,1,12.740,6,2021-05-15T10:04:14,2021-05-15T20:43:51.585582,3
164,1,2.120,6,2021-05-15T06:53:55,2021-05-15T20:43:51.585582,3
165,1,0.170,6,2021-05-15T04:49:56,2021-05-15T20:43:51.585582,3
167,1,14.300,6,2021-05-15T10:24:34,2021-05-15T20:43:51.585582,3
169,1,0.090,6,2021-05-15T04:24:31,2021-05-15T20:43:51.585582,3
172,1,0.000,6,2021-05-15T03:18:26,2021-05-15T20:43:51.585582,3
173,1,8.880,6,2021-05-15T09:03:10,2021-05-15T20:43:51.585582,3
175,1,0.120,6,2021-05-15T04:34:41,2021-05-15T20:43:51.585582,3
177,1,1.260,6,2021-05-15T06:23:22,2021-05-15T20:43:51.585582,3
180,1,0.010,6,2021-05-15T03:43:51,2021-05-15T20:43:51.585582,3
181,1,0.880,6,2021-05-15T06:03:00,2021-05-15T20:43:51.585582,3
184,1,19.260,6,2021-05-15T12:03:19,2021-05-15T20:43:51.585582,3
186,1,1.630,6,2021-05-15T06:38:40,2021-05-15T20:43:51.585582,3
187,1,12.570,6,2021-05-15T09:59:09,2021-05-15T20:43:51.585582,3
189,1,17.970,6,2021-05-15T11:20:31,2021-05-15T20:43:51.585582,3
192,1,18.950,6,2021-05-15T11:56:06,2021-05-15T20:43:51.585582,3
194,1,27.010,6,2021-05-15T18:29:07,2021-05-15T20:43:51.585582,3
195,1,22.240,6,2021-05-15T13:39:59,2021-05-15T20:43:51.585582,3
198,1,21.730,6,2021-05-15T13:09:29,2021-05-15T20:43:51.585582,3
200,1,0.760,6,2021-05-15T05:56:06,2021-05-15T20:43:51.585582,3
202,1,26.810,6,2021-05-15T16:50:23,2021-05-15T20:43:51.585582,3
204,1,0.000,6,2021-05-15T03:03:04,2021-05-15T20:43:51.585582,3
206,1,24.640,6,2021-05-15T15:28:58,2021-05-15T20:43:51.585582,3
208,1,27.000,6,2021-05-15T18:49:27,2021-05-15T20:43:51.585582,3
209,1,10.330,6,2021-05-15T09:28:39,2021-05-15T20:43:51.585582,3
211,1,22.890,6,2021-05-15T14:20:39,2021-05-15T20:43:51.585582,3
214,1,0.210,6,2021-05-15T05:00:06,2021-05-15T20:43:51.585582,3
216,1,26.890,6,2021-05-15T17:05:38,2021-05-15T20:43:51.585582,3
217,1,21.990,6,2021-05-15T13:24:44,2021-05-15T20:43:51.585582,3
220,1,23.920,6,2021-05-15T15:03:28,2021-05-15T20:43:51.585582,3
221,1,24.760,6,2021-05-15T15:34:03,2021-05-15T20:43:51.585582,3
223,1,0.030,6,2021-05-15T04:04:11,2021-05-15T20:43:51.585582,3
226,1,21.640,6,2021-05-15T13:04:24,2021-05-15T20:43:51.585582,3
228,1,18.250,6,2021-05-15T11:30:41,2021-05-15T20:43:51.585582,3
230,1,23.750,6,2021-05-15T14:56:14,2021-05-15T20:43:51.585582,3
232,1,0.100,6,2021-05-15T04:29:36,2021-05-15T20:43:51.585582,3
233,1,0.000,6,2021-05-15T03:33:41,2021-05-15T20:43:51.585582,3
235,1,8.620,6,2021-05-15T08:55:55,2021-05-15T20:43:51.585582,3
238,1,16.690,6,2021-05-15T10:55:04,2021-05-15T20:43:51.585582,3
240,1,25.180,6,2021-05-15T15:44:13,2021-05-15T20:43:51.585582,3
242,1,26.910,6,2021-05-15T17:10:49,2021-05-15T20:43:51.585582,3
244,1,24.150,6,2021-05-15T15:13:40,2021-05-15T20:43:51.585582,3
245,1,22.780,6,2021-05-15T14:15:34,2021-05-15T20:43:51.585582,3
248,1,27.000,6,2021-05-15T18:59:37,2021-05-15T20:43:51.585582,3
249,1,0.000,6,2021-05-15T03:28:36,2021-05-15T20:43:51.585582,3
252,1,19.150,6,2021-05-15T12:01:11,2021-05-15T20:43:51.585582,3
254,1,0.570,6,2021-05-15T05:40:49,2021-05-15T20:43:51.585582,3
255,1,20.080,6,2021-05-15T12:23:41,2021-05-15T20:43:51.585582,3
257,1,0.140,6,2021-05-15T04:39:46,2021-05-15T20:43:51.585582,3
260,1,4.080,6,2021-05-15T07:39:40,2021-05-15T20:43:51.585582,3
262,1,24.260,6,2021-05-15T15:18:45,2021-05-15T20:43:51.585582,3
264,1,26.580,6,2021-05-15T16:24:57,2021-05-15T20:43:51.585582,3
265,1,21.530,6,2021-05-15T12:59:19,2021-05-15T20:43:51.585582,3
267,1,27.020,6,2021-05-15T17:51:28,2021-05-15T20:43:51.585582,3
269,1,8.040,6,2021-05-15T08:45:45,2021-05-15T20:43:51.585582,3
272,1,0.630,6,2021-05-15T05:45:54,2021-05-15T20:43:51.585582,3
273,1,26.870,6,2021-05-15T17:00:33,2021-05-15T20:43:51.585582,3
275,1,17.660,6,2021-05-15T11:10:21,2021-05-15T20:43:51.585582,3
277,1,5.220,6,2021-05-15T08:00:00,2021-05-15T20:43:51.585582,3
280,1,1.050,6,2021-05-15T06:13:12,2021-05-15T20:43:51.585582,3
281,1,26.270,6,2021-05-15T16:09:42,2021-05-15T20:43:51.585582,3
283,1,13.500,6,2021-05-15T10:14:24,2021-05-15T20:43:51.585582,3
285,1,0.000,6,2021-05-15T03:38:46,2021-05-15T20:43:51.585582,3
288,1,26.780,6,2021-05-15T16:45:18,2021-05-15T20:43:51.585582,3
289,1,21.210,6,2021-05-15T12:49:09,2021-05-15T20:43:51.585582,3
291,1,12.180,6,2021-05-15T09:54:04,2021-05-15T20:43:51.585582,3
294,1,6.430,6,2021-05-15T08:20:20,2021-05-15T20:43:51.585582,3
295,1,26.670,6,2021-05-15T16:30:03,2021-05-15T20:43:51.585582,3
298,1,18.110,6,2021-05-15T11:25:36,2021-05-15T20:43:51.585582,3
300,1,22.330,6,2021-05-15T13:45:04,2021-05-15T20:43:51.585582,3
302,1,21.390,6,2021-05-15T12:54:14,2021-05-15T20:43:51.585582,3
304,1,22.680,6,2021-05-15T14:10:29,2021-05-15T20:43:51.585582,3
306,1,4.620,6,2021-05-15T07:49:51,2021-05-15T20:43:51.585582,3
308,1,19.620,6,2021-05-15T12:13:31,2021-05-15T20:43:51.585582,3
311,1,19.440,6,2021-05-15T12:08:26,2021-05-15T20:43:51.585582,3
312,1,23.530,6,2021-05-15T14:46:04,2021-05-15T20:43:51.585582,3
314,1,0.240,6,2021-05-15T05:05:11,2021-05-15T20:43:51.585582,3
316,1,0.260,6,2021-05-15T05:10:16,2021-05-15T20:43:51.585582,3
317,1,0.350,6,2021-05-15T05:20:26,2021-05-15T20:43:51.585582,3
318,1,22.520,6,2021-05-15T14:00:19,2021-05-15T20:43:51.585582,3
321,1,5.520,6,2021-05-15T08:05:05,2021-05-15T20:43:51.585582,3
324,1,0.020,6,2021-05-15T03:59:06,2021-05-15T20:43:51.585582,3
327,1,14.720,6,2021-05-15T10:29:39,2021-05-15T20:43:51.585582,3
328,1,20.790,6,2021-05-15T12:38:59,2021-05-15T20:43:51.585582,3
329,1,23.250,6,2021-05-15T14:35:54,2021-05-15T20:43:51.585582,3
331,1,26.980,6,2021-05-15T17:31:08,2021-05-15T20:43:51.585582,3
334,1,18.530,6,2021-05-15T11:40:51,2021-05-15T20:43:51.585582,3
336,1,0.400,6,2021-05-15T05:25:31,2021-05-15T20:43:51.585582,3
337,1,13.080,6,2021-05-15T10:09:19,2021-05-15T20:43:51.585582,3
339,1,27.010,6,2021-05-15T17:41:18,2021-05-15T20:43:51.585582,3
342,1,27.020,6,2021-05-15T18:01:38,2021-05-15T20:43:51.585582,3
344,1,15.370,6,2021-05-15T10:39:49,2021-05-15T20:43:51.585582,3
345,1,14.960,6,2021-05-15T10:34:44,2021-05-15T20:43:51.585582,3
347,1,23.650,6,2021-05-15T14:51:09,2021-05-15T20:43:51.585582,3
350,1,23.870,6,2021-05-15T15:01:19,2021-05-15T20:43:51.585582,3
351,1,0.000,6,2021-05-15T03:08:16,2021-05-15T20:43:51.585582,3
354,1,0.070,6,2021-05-15T04:19:26,2021-05-15T20:43:51.585582,3
356,1,7.360,6,2021-05-15T08:35:35,2021-05-15T20:43:51.585582,3
358,1,24.920,6,2021-05-15T15:39:08,2021-05-15T20:43:51.585582,3
359,1,27.020,6,2021-05-15T18:03:37,2021-05-15T20:43:51.585582,3
361,1,0.960,6,2021-05-15T06:08:07,2021-05-15T20:43:51.585582,3
364,1,26.960,6,2021-05-15T17:26:03,2021-05-15T20:43:51.585582,3
366,1,0.700,6,2021-05-15T05:51:01,2021-05-15T20:43:51.585582,3
368,1,7.710,6,2021-05-15T08:40:40,2021-05-15T20:43:51.585582,3
370,1,0.000,6,2021-05-15T03:23:31,2021-05-15T20:43:51.585582,3
371,1,4.910,6,2021-05-15T07:54:55,2021-05-15T20:43:51.585582,3
374,1,18.670,6,2021-05-15T11:45:56,2021-05-15T20:43:51.585582,3
375,1,24.440,6,2021-05-15T15:23:50,2021-05-15T20:43:51.585582,3
377,1,1.150,6,2021-05-15T06:18:17,2021-05-15T20:43:51.585582,3
380,1,0.000,6,2021-05-15T03:13:21,2021-05-15T20:43:51.585582,3
381,1,27.010,6,2021-05-15T17:46:23,2021-05-15T20:43:51.585582,3
383,1,6.130,6,2021-05-15T08:15:15,2021-05-15T20:43:51.585582,3
386,1,25.440,6,2021-05-15T15:49:18,2021-05-15T20:43:51.585582,3
387,5,0.000,6,2021-05-14T06:00:00,2021-05-15T21:15:03.475548,2
388,5,0.034,6,2021-05-14T07:00:00,2021-05-15T21:15:03.475548,2
389,5,0.281,5,2021-05-14T22:00:00,2021-05-15T21:15:03.475548,2
390,5,0.010,5,2021-05-14T13:00:00,2021-05-15T21:15:03.475548,2
391,5,0.626,6,2021-05-14T19:00:00,2021-05-15T21:15:03.475548,2
392,5,0.091,5,2021-05-14T08:00:00,2021-05-15T21:15:03.475548,2
393,5,0.674,6,2021-05-14T13:00:00,2021-05-15T21:15:03.475548,2
394,5,0.101,5,2021-05-14T12:00:00,2021-05-15T21:15:03.475548,2
395,5,0.355,5,2021-05-14T23:00:00,2021-05-15T21:15:03.475548,2
396,5,0.243,5,2021-05-15T00:00:00,2021-05-15T21:15:03.475548,2
397,5,0.257,5,2021-05-14T06:00:00,2021-05-15T21:15:03.475548,2
398,5,0.046,5,2021-05-14T18:00:00,2021-05-15T21:15:03.475548,2
399,5,0.051,5,2021-05-14T14:00:00,2021-05-15T21:15:03.475548,2
400,5,0.222,5,2021-05-14T03:00:00,2021-05-15T21:15:03.475548,2
401,5,0.223,5,2021-05-14T21:00:00,2021-05-15T21:15:03.475548,2
402,5,0.132,6,2021-05-14T08:00:00,2021-05-15T21:15:03.475548,2
403,5,0.030,5,2021-05-14T16:00:00,2021-05-15T21:15:03.475548,2
404,5,0.000,6,2021-05-14T05:00:00,2021-05-15T21:15:03.475548,2
405,5,1.087,6,2021-05-14T15:00:00,2021-05-15T21:15:03.475548,2
406,5,0.000,6,2021-05-14T04:00:00,2021-05-15T21:15:03.475548,2
407,5,0.076,5,2021-05-14T11:00:00,2021-05-15T21:15:03.475548,2
408,5,0.224,5,2021-05-14T01:00:00,2021-05-15T21:15:03.475548,2
409,5,0.247,5,2021-05-14T05:00:00,2021-05-15T21:15:03.475548,2
410,5,0.223,5,2021-05-14T02:00:00,2021-05-15T21:15:03.475548,2
411,5,0.382,6,2021-05-14T09:00:00,2021-05-15T21:15:03.475548,2
412,5,0.233,5,2021-05-14T04:00:00,2021-05-15T21:15:03.475548,2
413,5,0.000,6,2021-05-14T01:00:00,2021-05-15T21:15:03.475548,2
414,5,0.469,6,2021-05-14T12:00:00,2021-05-15T21:15:03.475548,2
415,5,0.000,6,2021-05-14T03:00:00,2021-05-15T21:15:03.475548,2
416,5,0.111,6,2021-05-14T20:00:00,2021-05-15T21:15:03.475548,2
417,5,0.093,5,2021-05-14T20:00:00,2021-05-15T21:15:03.475548,2
418,5,0.650,6,2021-05-14T10:00:00,2021-05-15T21:15:03.475548,2
419,5,0.023,5,2021-05-14T15:00:00,2021-05-15T21:15:03.475548,2
420,5,0.065,5,2021-05-14T09:00:00,2021-05-15T21:15:03.475548,2
421,5,0.172,5,2021-05-14T07:00:00,2021-05-15T21:15:03.475548,2
422,5,0.000,6,2021-05-14T23:00:00,2021-05-15T21:15:03.475548,2
423,5,0.000,6,2021-05-14T02:00:00,2021-05-15T21:15:03.475548,2
424,5,0.038,5,2021-05-14T17:00:00,2021-05-15T21:15:03.475548,2
425,5,0.883,6,2021-05-14T16:00:00,2021-05-15T21:15:03.475548,2
426,5,1.067,6,2021-05-14T17:00:00,2021-05-15T21:15:03.475548,2
427,5,0.000,6,2021-05-14T22:00:00,2021-05-15T21:15:03.475548,2
428,5,0.052,5,2021-05-14T10:00:00,2021-05-15T21:15:03.475548,2
429,5,0.731,6,2021-05-14T11:00:00,2021-05-15T21:15:03.475548,2
430,5,0.038,5,2021-05-14T19:00:00,2021-05-15T21:15:03.475548,2
431,5,0.000,6,2021-05-15T00:00:00,2021-05-15T21:15:03.475548,2
432,5,1.176,6,2021-05-14T14:00:00,2021-05-15T21:15:03.475548,2
433,5,0.002,6,2021-05-14T21:00:00,2021-05-15T21:15:03.475548,2
434,5,0.684,6,2021-05-14T18:00:00,2021-05-15T21:15:03.475548,2
435,1,0.000,6,2021-05-16T03:03:50,2021-05-16T03:10:03.998621,3
436,1,0.000,6,2021-05-16T03:09:01,2021-05-16T03:15:04.156281,3
437,1,0.000,6,2021-05-16T03:14:06,2021-05-16T03:20:04.332556,3
438,1,0.000,6,2021-05-16T03:19:11,2021-05-16T03:25:04.479539,3
439,1,0.000,6,2021-05-16T03:24:16,2021-05-16T03:35:04.785751,3
440,1,0.000,6,2021-05-16T03:29:21,2021-05-16T03:40:04.892975,3
441,1,0.000,6,2021-05-16T03:34:26,2021-05-16T03:45:05.039420,3
442,1,0.010,6,2021-05-16T03:39:31,2021-05-16T03:50:00.218915,3
443,1,0.020,6,2021-05-16T03:44:36,2021-05-16T03:55:00.366108,3
444,1,0.020,6,2021-05-16T03:49:41,2021-05-16T04:00:00.515337,3
445,1,0.040,6,2021-05-16T03:59:51,2021-05-16T04:05:00.665587,3
446,1,0.030,6,2021-05-16T03:54:46,2021-05-16T04:05:00.665587,3
447,1,0.050,6,2021-05-16T04:04:56,2021-05-16T04:15:00.958303,3
448,1,0.070,6,2021-05-16T04:10:01,2021-05-16T04:20:01.108791,3
449,1,0.090,6,2021-05-16T04:15:06,2021-05-16T04:25:01.288342,3
450,1,0.110,6,2021-05-16T04:20:11,2021-05-16T04:30:01.398028,3
451,1,0.140,6,2021-05-16T04:25:16,2021-05-16T04:35:01.516846,3
452,1,0.170,6,2021-05-16T04:30:21,2021-05-16T04:40:01.667877,3
453,1,0.210,6,2021-05-16T04:35:26,2021-05-16T04:45:01.836715,3
454,1,0.240,6,2021-05-16T04:40:31,2021-05-16T04:50:01.972507,3
455,1,0.290,6,2021-05-16T04:45:36,2021-05-16T04:55:02.105079,3
456,1,0.330,6,2021-05-16T04:50:41,2021-05-16T05:00:02.255172,3
457,1,0.380,6,2021-05-16T04:55:46,2021-05-16T05:05:02.397540,3
458,1,0.430,6,2021-05-16T05:00:51,2021-05-16T05:10:02.543868,3
459,1,0.470,6,2021-05-16T05:05:56,2021-05-16T05:15:02.690552,3
460,1,0.510,6,2021-05-16T05:11:01,2021-05-16T05:20:02.840883,3
461,1,0.560,6,2021-05-16T05:16:06,2021-05-16T05:25:03.021473,3
462,1,0.600,6,2021-05-16T05:21:11,2021-05-16T05:30:03.159162,3
463,1,0.720,6,2021-05-16T05:31:21,2021-05-16T05:40:03.421601,3
464,1,0.770,6,2021-05-16T05:36:26,2021-05-16T05:45:03.612528,3
465,1,0.830,6,2021-05-16T05:41:31,2021-05-16T05:50:03.760405,3
466,1,0.910,6,2021-05-16T05:46:36,2021-05-16T05:55:03.886152,3
467,1,0.980,6,2021-05-16T05:51:41,2021-05-16T06:00:04.025056,3
468,1,1.070,6,2021-05-16T05:56:46,2021-05-16T06:05:04.179270,3
469,1,1.180,6,2021-05-16T06:01:51,2021-05-16T06:10:04.320691,3
470,1,1.230,6,2021-05-16T06:03:59,2021-05-16T06:15:04.467607,3
471,1,1.360,6,2021-05-16T06:09:10,2021-05-16T06:20:04.642171,3
472,1,1.470,6,2021-05-16T06:14:16,2021-05-16T06:25:04.846200,3
473,1,1.590,6,2021-05-16T06:19:21,2021-05-16T06:30:04.948721,3
474,1,1.690,6,2021-05-16T06:24:26,2021-05-16T06:35:00.085791,3
475,1,1.780,6,2021-05-16T06:29:31,2021-05-16T06:40:00.235236,3
476,1,1.880,6,2021-05-16T06:34:36,2021-05-16T06:45:00.394174,3
477,1,1.980,6,2021-05-16T06:39:41,2021-05-16T06:50:00.532989,3
478,1,2.070,6,2021-05-16T06:44:46,2021-05-16T06:55:00.703034,3
479,1,2.120,6,2021-05-16T06:49:51,2021-05-16T07:00:00.856746,3
480,1,2.170,6,2021-05-16T06:54:56,2021-05-16T07:05:01.001055,3
481,1,2.220,6,2021-05-16T07:00:01,2021-05-16T07:10:01.146557,3
482,1,2.260,6,2021-05-16T07:05:06,2021-05-16T07:15:01.347704,3
483,1,2.300,6,2021-05-16T07:10:11,2021-05-16T07:20:01.480946,3
484,1,2.340,6,2021-05-16T07:15:16,2021-05-16T07:25:01.556947,3
485,1,2.380,6,2021-05-16T07:20:21,2021-05-16T07:30:01.715963,3
486,1,2.420,6,2021-05-16T07:25:26,2021-05-16T07:35:01.883335,3
487,1,2.460,6,2021-05-16T07:30:31,2021-05-16T07:40:02.036968,3
488,1,2.500,6,2021-05-16T07:35:36,2021-05-16T07:45:02.183846,3
489,1,2.540,6,2021-05-16T07:40:41,2021-05-16T07:50:02.335235,3
490,1,2.570,6,2021-05-16T07:45:46,2021-05-16T07:55:02.487246,3
491,1,2.600,6,2021-05-16T07:50:51,2021-05-16T08:00:02.619158,3
492,1,2.640,6,2021-05-16T07:55:56,2021-05-16T08:05:02.770844,3
493,1,2.680,6,2021-05-16T08:01:01,2021-05-16T08:10:02.903114,3
494,1,2.710,6,2021-05-16T08:06:06,2021-05-16T08:15:03.081695,3
495,1,2.750,6,2021-05-16T08:11:11,2021-05-16T08:20:03.230934,3
496,1,2.780,6,2021-05-16T08:16:16,2021-05-16T08:25:03.367461,3
497,1,2.840,6,2021-05-16T08:21:21,2021-05-16T08:30:03.523897,3
498,1,2.900,6,2021-05-16T08:26:26,2021-05-16T08:35:03.683170,3
499,1,2.970,6,2021-05-16T08:31:31,2021-05-16T08:40:03.827457,3
500,1,3.030,6,2021-05-16T08:36:36,2021-05-16T08:45:03.974137,3
501,1,3.090,6,2021-05-16T08:41:41,2021-05-16T08:50:04.118237,3
502,1,3.150,6,2021-05-16T08:46:46,2021-05-16T08:55:04.256517,3
503,1,3.190,6,2021-05-16T08:51:51,2021-05-16T09:00:04.422806,3
504,1,3.240,6,2021-05-16T08:56:56,2021-05-16T09:05:04.563505,3
505,1,3.300,6,2021-05-16T09:02:01,2021-05-16T09:10:04.728932,3
506,1,3.320,6,2021-05-16T09:03:55,2021-05-16T09:10:04.728932,3
507,1,3.380,6,2021-05-16T09:09:04,2021-05-16T09:15:04.837626,3
508,1,3.450,6,2021-05-16T09:14:10,2021-05-16T09:20:05.025167,3
509,1,3.540,6,2021-05-16T09:19:15,2021-05-16T09:30:00.303181,3
510,1,3.710,6,2021-05-16T09:29:25,2021-05-16T09:40:00.627951,3
511,1,3.820,6,2021-05-16T09:34:31,2021-05-16T09:45:00.761398,3
512,1,3.920,6,2021-05-16T09:39:36,2021-05-16T09:50:00.916054,3
513,1,4.100,6,2021-05-16T09:44:41,2021-05-16T09:55:01.069109,3
514,1,4.280,6,2021-05-16T09:49:46,2021-05-16T10:00:01.205650,3
515,5,0.000,6,2021-05-15T01:00:00,2021-05-16T10:05:01.382445,2
516,5,0.000,6,2021-05-15T02:00:00,2021-05-16T10:05:01.382445,2
517,5,0.000,6,2021-05-15T03:00:00,2021-05-16T10:05:01.382445,2
518,5,0.000,6,2021-05-15T04:00:00,2021-05-16T10:05:01.382445,2
519,5,0.000,6,2021-05-15T05:00:00,2021-05-16T10:05:01.382445,2
520,5,0.006,6,2021-05-15T06:00:00,2021-05-16T10:05:01.382445,2
521,5,0.081,6,2021-05-15T07:00:00,2021-05-16T10:05:01.382445,2
522,5,0.460,6,2021-05-15T08:00:00,2021-05-16T10:05:01.382445,2
523,5,1.314,6,2021-05-15T09:00:00,2021-05-16T10:05:01.382445,2
524,5,2.583,6,2021-05-15T10:00:00,2021-05-16T10:05:01.382445,2
525,5,3.265,6,2021-05-15T11:00:00,2021-05-16T10:05:01.382445,2
526,5,3.520,6,2021-05-15T12:00:00,2021-05-16T10:05:01.382445,2
527,5,4.288,6,2021-05-15T13:00:00,2021-05-16T10:05:01.382445,2
528,5,1.733,6,2021-05-15T14:00:00,2021-05-16T10:05:01.382445,2
529,5,2.235,6,2021-05-15T15:00:00,2021-05-16T10:05:01.382445,2
530,5,0.590,6,2021-05-15T16:00:00,2021-05-16T10:05:01.382445,2
531,5,0.975,6,2021-05-15T17:00:00,2021-05-16T10:05:01.382445,2
532,5,1.814,6,2021-05-15T18:00:00,2021-05-16T10:05:01.382445,2
